id,name,description,price,original_price,discount,offer
875,BOSCH,Batería recargable 18V 12_0 Ah,$ 339.990,,,False
876,BOSCH,Batería de Iones de Litio GBA 12V 2_0 Ah,$ 35.990,,,False
877,BOSCH,Batería de Iones de Litio GBA 12V 4_0 Ah,$ 62.190,$ 88.890,-30%,True
878,BOSCH,Batería recargable 18V 8_0 Ah,$ 219.990,$ 236.990,,False
879,BOSCH,Batería recargable 18V 4_0 Ah,$ 154.990,,,False
880,BOSCH,Rectificadora eléctrica 1200W,$ 871.990,,,False
881,TOPEX,Adhesivo de montaje de agarre inmediato 3_8 kg,$ 26.990,,,False
882,BOSCH,Caja de herramientas 44x25x36,$ 58.990,,,False
883,BOSCH,Rectificadora eléctrica 500W,$ 174.990,,,False
884,BOSCH,Caja de herramientas 44x12x36,$ 49.990,,,False
885,BOSCH,Caja de herramientas 44x15x36,$ 47.790,$ 57.990,,False
886,3M,Amarra Cables con Filtro UV 381 x 4_83 mm Negro 100 Unidades,$ 16.990,,,False
887,REDLINE,Engrapadora metal 15x5x30 cm,$ 29.994,,,False
888,REDLINE,Llave inglesa 12" acero,$ 26.765,,,False
889,BOSCH,Starterkit cargador GAL 18V-40 + 1 batería GBA 18V 4 Ah,$ 99.990,,,False
890,BOSCH,Rectificadora eléctrica 500W,$ 189.990,,,False
891,REDLINE,Martillo mini 8 onzas,$ 7.196,,,False
892,BLACK+DECKER,Motosierra electrica 900 W 14",$ 82.990,,,False
893,BAUKER,Set 4 sujetadores magnéticos para soldar,$ 6.290,,,False
894,DYNAL,Sellante tapagoteras para techumbres para pistola calafatera 300 ml,$ 7.190,,,False
895,TOPEX,Cinta aislante colores 19 mm x 10 m set 5 unidades,$ 2.990,,,False
896,DEWALT,Nivel láser líneas cruzadas 12 metros rojo,$ 118.990,,,False
897,TOPEX,Textura Topex Rodillo blanco 24kg,$ 28.990,,,False
898,BOSCH,Cepillo eléctirco 710W,$ 279.990,,,False
899,BOSCH,Kit Básico 2 Baterías 12V 2_0 Ah + Cargador GAL 12V-20 Bivolt,$ 76.990,,,False
900,LANCO,Adhesivo de montaje super nail 1 galon,$ 31.990,,,False
901,REDLINE,Riel porta herramientas,$ 3.990,,,False
902,BAUKER,Llave de impacto inalámbrica 13 mm 18V sin batería,$ 102.990,,,False
903,DVP,4mmx1.05mx2.90m Alveolar / Bronce,$ 17.390,,,False
904,KOLOR,Bandeja grande para pintar,$ 3.490,,,False
905,TOPEX,Pegamento cerámico pasta flexible SF 15kg,$ 31.990,,,False
906,BAUKER,Broca paleta para madera 20x150 mm centradora,$ 5.790,,,False
907,LIZCAL,Pad flocado para bordes 12x9 cm - 5",$ 7.390,,,False
908,INGCO,Llave Impacto Ingco Inalambrica 20v 300 Nm + 2 Baterias,$ 154.990,,,False
909,MUNDO MAGIA,Esmeril Angular Inalámbrico 18v 2000w Bateria Cargador,$ 51.990,,,False
910,BOSCH,Disco flap metal 115 mm,$ 4.290,,,False
911,ERGO,Rodillo aireador para tierra de metal verde,$ 27.990,,,False
912,BOSCH,Rectificadora Inalámbrica 18V,$ 406.990,,,False
913,INDURA,Electrodo 7018 1/8" 1 kg,$ 7.549,,,False
914,BOSCH,Broca cerámicas duras Hard Ceramic 8mm,$ 11.592,,,False
915,LIZCAL,Espátula lisa plástico 4'',$ 1.390,,,False
916,BOSCH,Hoja para sierra sable 300 mm,$ 24.990,,,False
917,HUSQVARNA,Tractor Corta Pasto TS138 15 hp 453cc,$ 3.299.990,,,False
918,BAUKER,Broca para concreto hexagonal 6x100 mm,$ 2.023,,,False
919,DREMEL,Pirograbador y soldadura,$ 54.590,,,False
920,KARSON,Set de brocas 9 unidades,$ 11.490,,,False
921,FG TOOLS,Chuzo 1 1/4"x1_6 m acero,$ 23.990,,,False
922,REDLINE,Serrucho carpintero 457 mm acero,$ 13.291,,,False
923,BAUKER,Tronzadora eléctrica 14" 2000W,$ 194.993,,,False
924,STIHL,Aceite de cadena biodegradable - 5L,$ 41.990,,,False
925,RUBI,Cortador de cerámica,$ 169.990,,,False
926,LERNEN,Pistola Para Pintar Eléctrica Con Compresor 550w,$ 26.990,$ 39.990,-33%,True
927,BOSCH,Carbones esmeriles 7" y 9",$ 15.990,,,False
928,BOSCH,Remachadora Inalámbrica Brushless 18V SB,$ 769.990,,,False
929,BOSCH,Pistola de calor inalámbrica 18V sin batería,$ 499.990,,,False
930,BOSCH,Broca para cerámica 70 mm 5 mm,$ 8.025,,,False
931,BAUKER,Nivel cruz láser 15x8x20 cm plástico plateado,$ 99.490,,,False
932,HENKEL,Adhesivo de contacto Agorex 1/32 gl,$ 5.690,,,False
933,GENERICO,Desmalezadora Orilladora Multifuncional 6 en 1 - Profesional Japon,$ 249.990,,,False
934,UBERMANN,Grampas 16 mm 1000 piezas,$ 3.051,,,False
935,GENERICO,Detector Metales Portátil Localizador De Mano GP-POINTER,$ 8.990,$ 15.990,-44%,True
936,BAUKER,Esmeril angular eléctrico 7" 2100W,$ 119.990,,,False
937,GENERICO,Láser Nivel Herramienta Vertical Líneas Horizon 3d 12 Líneas,$ 47.990,,,False
938,NICHOLSON,Lima para motosierra 8" acero,$ 5.990,,,False
939,BAUKER,Generador eléctrico a gasolina 2000W,$ 262.493,,,False
940,BOSCH,Set 2 baterías recargables 18V 4_0 Ah + cargador,$ 149.990,,,False
941,DREMEL,Dremel herramientas multipropósito 110W + 11 accesorios,$ 44.990,,,False
942,CONDOR,Brocha multipropósito 5/8"x1",$ 3.490,,,False
943,BAUKER,Atornillador eléctrico 600W,$ 65.990,,,False
944,BOSCH,Fresa ranuradora 1/8",$ 9.490,,,False
945,MAKITA,Soplador de aire eléctrico 600W,$ 119.990,,,False
946,INCHALAM,Grapa galvanizada 1 1/2" 1 kg,$ 5.790,,,False
947,NORTON,Lija A-257 madera grano 120,$ 230,,,False
948,TOTAL TOOLS,Kit Set Juego De Cinceles Para Madera 4 Pcs,$ 19.990,$ 29.990,-33%,True
949,BOSCH,Esmeril angular eléctrico 1200W,$ 159.990,,,False
950,ALTERNATIVE,Motor Fuera De Borda 4 Tiempos 68cc 4hp para Botes,$ 249.990,$ 599.990,-58%,True
951,BAUKER,Kit de accesorios multipropósito 129 piezas,$ 19.990,,,False
952,BOSCH,Caja de herramientas L-Boxx 306,$ 169.990,,,False
953,BOSCH,Atornillador inalámbrico 3_6V,$ 49.590,,,False
954,UBERMANN,Broca sds plus 6x110 mm,$ 5.092,,,False
955,MAKITA,Fresadora Router Tupí 14 6mm 530w Makita M3700B,$ 98.098,,,False
956,BOSCH,Taladro inalámbrico atornillador 6 mm 12V + 1 batería,$ 74.990,$ 99.990,-25%,True
957,LIZCAL,Rodillo Microfibra Ultrasoft. Ancho 18 cm.,$ 4.151,,,False
958,DEWALT,Rotomartillo eléctrico 800W 2.6 J,$ 159.990,,,False
959,REDLINE,Extractor de pernos 3-20mm 5 piezas,$ 18.990,,,False
960,DEWALT,Set 100 piezas para taladrar y atornillar,$ 45.890,,,False
961,BOSCH,Cincel plano SDS Plus 250 mm,$ 9.490,,,False
962,BOSCH,Broca para concreto espiral 6x100 mm,$ 2.601,,,False
963,TOPEX,Cinta aislante negra 19 mm x 20 m,$ 1.290,,,False
964,BOSCH,Lija para metal grano 100,$ 440,,,False
965,BAUKER,Nivel ángulo láser 18x6x16 cm plástico plateado,$ 39.990,,,False
966,KARSON,Set de alicates acero 3 unidades,$ 11.990,,,False
967,BOSCH,Disco de sierra circular 7 1/4" 40 dientes,$ 20.231,,,False
968,BAUKER,Disco de sierra circular 10" 80 dientes,$ 25.193,,,False
969,BAHCO,Set de dados hexagonales 40 unidades,$ 169.990,,,False
970,BOSCH,Disco flap metal 115 mm,$ 4.090,,,False
971,BOSCH,Esmeril angular eléctrico 9" 2800W,$ 259.990,,,False
972,BOSCH,Broca SDS Plus 22x200 mm,$ 20.965,,,False
973,HENKEL,Adhesivo de contacto Agorex 120 cc,$ 7.390,,,False
974,BAUKER,Nivel torpedo láser 13x4x20 cm plástico plateado,$ 27.990,,,False
975,BAUKER,Raspador para herramienta multipropósito 50 mm acero,$ 3.490,,,False
976,BOSCH,Fresa 9/16 pulgadas,$ 9.490,,,False
977,BOSCH,Disco flap metal 115 mm,$ 4.190,,,False
978,BAUKER,Broca para metal 8x117 mm,$ 3.486,,,False
979,UBERMANN,Lijadora roto orbital eléctrica 125mm 250W,$ 123.491,,,False
980,BOSCH,Esmeril angular eléctrico 7" 2200W,$ 129.990,,,False
981,TESA,Cinta para enmascarar 24 mm 40 m,$ 2.090,,,False
982,REDLINE,Mazo de goma 24 onzas,$ 22.083,,,False
983,BOSCH,Nivel láser plástico azul,$ 299.990,,,False
984,LIOI,Rueda para carretilla,$ 21.990,,,False
985,BOSCH,Medidor de distacia láser 20m,$ 76.990,,,False
986,BOSCH,Nivel láser con lineas 360° 120 m,$ 569.990,,,False
987,DEWALT,Set de puntas Phillips para destornillador 15 unidades,$ 8.790,,,False
988,BOSCH,Fresa con centro de corte 1/4",$ 9.490,,,False
989,BLACK+DECKER,Batería recargable 20V 1_5 Ah,$ 26.990,$ 34.990,-23%,True
990,LIZCAL,Protector Plásticos Alta Densidad. Rollo 2_5m x 15m. Total 37_5 m2,$ 11.990,,,False
991,BOSCH,Nivel laser lineal + tripode,$ 209.990,,,False
992,GENERICO,Geotextil Nt-11 1X10M.,$ 17.390,,,False
993,BOSCH,Receptor láser con alcance 50 m,$ 104.990,,,False
994,UBERMANN,Rotomartillo SDS plus inalámbrico 20V 2.0 J sin batería,$ 149.990,,,False
995,BAUKER,Sierra circular inalámbrica 7 1/4" 18V sin batería,$ 86.990,,,False
996,BOSCH,Sierra caladora 500W,$ 56.990,,,False
997,KALOP,Pasacable 20 metros,$ 12.990,,,False
998,KOLOR,Rodillo microfibra18 cm,$ 4.340,,,False
999,REDLINE,Espátula flexible 5",$ 3.690,,,False
1000,KOLOR,Brocha para óleo 2 pulgadas,$ 4.914,,,False
1001,BAUKER,Set brocas para concreto 5 unidades,$ 7.290,,,False
1002,BOSCH,Set de brocas para concreto 3 unidades,$ 5.390,,,False
1003,DREMEL,Kit 160 Accesorios Multiuso,$ 35.990,$ 43.090,,False
1004,BAUKER,Broca para metal 6x93 mm,$ 2.789,,,False
1005,BAUKER,Broca avellanadora centradora 3_2x100 mm,$ 6.561,,,False
1006,BOSCH,Base para herramienta multiuso 18_5x11x2 cm negro,$ 9.990,,,False
1007,DREMEL,Dremel Herramienta Multipropósito 120W + 10 Accesorios,$ 59.990,,,False
1008,BOSCH,Nivel láser para baldosines 20m,$ 199.990,,,False
1009,BOSCH,Rueda de Medicion GWM 32,$ 119.990,,,False
1010,BOSCH,Receptor láser plástico azul,$ 179.990,,,False
1011,BOSCH,Receptor láser alcance hasta 50m,$ 129.990,,,False
1012,BOSCH,Soporte multifunción para alinear lineas láser y fijación,$ 35.990,,,False
1013,BOSCH,Receptor láser para líneas verdes y rojas 50 m,$ 138.990,,,False
1014,BOSCH,Nivel láser lineal 360° 80 metros verde,$ 654.990,,,False
1015,BOSCH,Nivel láser de líneas verdes cruzadas 10m GLL 2-20 G,$ 299.990,$ 319.990,,False
1016,BOSCH,Nivel láser de puntos verdes GPL5 G,$ 219.990,,,False
1017,BOSCH,Medidor de Distancia Láser GLM 50-22 con Alcance de Hasta 50 m,$ 147.990,,,False
1018,BOSCH,Medidor de Distancia Láser GLM 100-25 C con Alcance de Hasta 100 m,$ 334.990,$ 349.990,,False
1019,BOSCH,Medidor de Distancia Láser GLM 150-27 C con Alcance de Hasta 150 m,$ 429.990,,,False
1020,REDLINE,Set de hojas de sierra HSS 12" bimetal 2 unidades,$ 3.352,,,False
1021,BOSCH,Sierra copa diamantada 27 mm,$ 16.890,,,False
1022,BOSCH,Esmeril angular inalámbrico 5" 18V + 2 baterías,$ 344.990,,,False
1023,REDLINE,Grapa 10 milímetros,$ 6.816,,,False
1024,BOSCH,Disco de corte multimaterial 4",$ 1.990,,,False
1025,HUSQVARNA,Cortacesped Husqvarna Lc151,$ 609.990,,,False
1026,BOSCH,Martillo perforador eléctrico 720W 2.0 J,$ 169.990,,,False
1027,SIKA,Sikamur injectocream-100,$ 35.690,,,False
1028,BOSCH,Disco de sierra circular 7 1/4" 60 dientes,$ 23.192,,,False
1029,PLASMET,Pala cuadrada acero Negro,$ 11.990,,,False
1030,UBERMANN,Disco diamantado desbaste 4 1/2",$ 28.995,,,False
1031,T REX,Cortadora de pasto 173 cc r/a 5HP aprox,$ 449.990,,,False
1032,BOSCH,Broca HSS para metal 8 mm,$ 9.114,,,False
1033,SCHNEIDER ELECTRIC,Multitester digital Schneider,$ 41.990,,,False
1034,BAUKER,Sierra caladora inalámbrica 18V sin batería,$ 87.990,,,False
1035,BAUKER,Rotomartillo inalámbrico 18V 2.0 Jsin batería,$ 100.990,,,False
1036,STIHL,Desbrozadora 2 tiempos FS250 2_2 HP 40_2 cc,$ 579.990,,,False
1037,BOSCH,Broca SDS Plus 25x450 mm,$ 53.910,,,False
1038,BAUKER,Soporte para taladro,$ 42.990,,,False
1039,CERESITA,Esmalte sintético brillante 1 gl café moro,$ 38.090,,,False
1040,BAUKER,Sierra Ingleteadora Inalámbrica 7 1/4" 18V Sin Batería,$ 159.990,,,False
1041,BOSCH,Atornillador eléctrico drywall 650W,$ 149.990,,,False
1042,REDLINE,Cortaplumas k45247 cm redline,$ 11.192,,,False
1043,BOSCH,Esmeril angular inalámbrico 5" 18V sin batería,$ 157.990,,,False
1044,REDLINE,Martillo carpintero 20 Oz acero,$ 17.091,,,False
1045,GENERICO,MDF desnudo 5_5 mm 152 x 244 cm,$ 16.690,,,False
1046,BOSCH,Broca SDS Plus 10x310 mm,$ 10.063,,,False
1047,BOSCH,Lijadora orbital inalámbrica 18V sin batería,$ 116.990,,,False
1048,BAUKER,Disco de sierra circular 7 1/4" 24 dientes,$ 15.393,,,False
1049,AGOREX,Adhesivo de montaje Agorex 200 gr,$ 8.490,,,False
1050,HELA,Plana lengüeta acero 150 mm,$ 2.890,,,False
1051,HENKEL,Adhesivo Agorex transparente 120 cc,$ 7.990,,,False
1052,MAKITA,Multiherramienta eléctrica 320W,$ 149.990,,,False
1053,BOSCH,Sierra caladora eléctrcia 710W,$ 98.090,,,False
1054,BOSCH,Sierra circular 1300W,$ 80.990,,,False
1055,BAUKER,Set de discos de lija grano 120 5 unidades,$ 12.591,,,False
1056,DREMEL,Dremel herramienta multipropósito,$ 79.990,,,False
1057,REDLINE,Martillo caucho para losetas,$ 8.390,,,False
1058,GENERICO,Pulverizador De Pintar Con Compresor Eléctrico Pintura,$ 15.000,$ 27.990,-46%,True
1059,STIHL,Soplador a gasolina 0_9 HP 27_2 cc,$ 277.990,,,False
1060,OREGON,Cadena para motosierra 0_325" 18",$ 24.990,,,False
1061,STIHL,Desmalezadora 2 tiempos FS55 1 HP 27_2 cc,$ 369.990,,,False
1062,BOSCH,Atornillador inalámbrico drywall 1/4" 18V sin batería,$ 162.990,,,False
1063,BOSCH,Esmeril angular eléctrico 5" 900W,$ 112.990,,,False
1064,BAUKER,Broca para metal 10x133 mm,$ 4.009,,,False
1065,STIHL,Cadena para Motosierra Modelo MS 310,$ 35.990,,,False
1066,DE TODO Y MAS,Sierra Ingleteadora Telescópica 10" Luxter 2400w DETODOYMAS,$ 247.190,$ 302.380,,False
1067,HELA,Escobilla de latón resistente,$ 7.890,,,False
1068,BOSCH,Esmeril angular eléctrico 4_5" 850W,$ 78.590,,,False
1069,BOSCH,Taladro inalámbrico atornillador 10mm 12V + llave impacto + 2 baterías,$ 238.990,,,False
1070,BOSCH,Esmeril angular inalámbrico 4_5" 18V sin batería,$ 277.990,,,False
1071,REDLINE,Cortador de tubos 22 mm,$ 6.990,,,False
1072,BOSCH,Sierra circular eléctrica 7 1/4" 2000W,$ 161.990,,,False
1073,DEWALT,Multiherramienta Oscilante 20v Dewalt Dcs356b Sin Bateria,$ 174.990,$ 209.990,,False
1074,T REX,Cortacésped 173cc Autopropulsor 20",$ 479.990,,,False
1075,PLASMET,Chuzo 1"x1_75 m acero,$ 22.990,,,False
1076,MEC,Grampa con clavo para cable coaxial RG6 7_0mm - Blanco (25 unids),$ 1.310,,,False
1077,T REX,Cortadora de pasto 196 cc aut 6HP aprox,$ 529.990,,,False
1078,KARSON,Arco de sierra 12" metal,$ 5.590,,,False
1079,BOSCH,Llave de impacto inalámbrica 18V + 2 baterías,$ 199.990,,,False
1080,BOSCH,Esmeril Angular a Batería 18V,$ 207.990,,,False
1081,BOSCH,Taladro inalámbrico percutor 10 mm 12V + 2 baterías + 23 accesorios,$ 149.990,,,False
1082,STANLEY,Grapa 5/16" 1000 unidades,$ 5.290,,,False
1083,TOYAMA,Orilladora multiproposito 43cc,$ 199.990,,,False
1084,BOSCH,Taladro inalámbrico atornillador 10 mm 12V + batería,$ 130.990,,,False
1085,BOSCH,Mini esmeril angular 3" 12V sin batería,$ 135.990,,,False
1086,BOSCH,Llave de impacto inalámbrico 18V sin batería,$ 156.990,,,False
1087,HUSQVARNA,Desbrozadora 321R 25_4cc,$ 259.990,,,False
1088,BOSCH,Taladro inalámbrico atornillador 10 mm 12V + 2 baterías,$ 258.990,,,False
1089,BOSCH,Fresadora inalámbrica 12V sin batería,$ 201.990,,,False
1090,BOSCH,Demoledor eléctrico 1500W 16.8 J,$ 992.990,,,False
1091,UBERMANN,Sierra caladora eléctrica 710W,$ 132.991,,,False
1092,BOSCH,Pulidora eléctrica 1400W,$ 249.990,,,False
1093,BOSCH,Demoledor eléctrico 1500W 17.0 J,$ 1.119.990,,,False
1094,BOSCH,Set de brocas para concreto 5 unidades,$ 9.590,,,False
1095,ALPEN,Broca HSS para metal 6x93 mm,$ 3.984,,,False
1096,BOSCH,Demoledor eléctrico 2000W 62.0 J,$ 2.199.990,,,False
1097,BOSCH,Lijadora Orbital GSS 23 AE 220V,$ 133.990,$ 137.990,,False
1098,BOSCH,Sierra caladora 520W,$ 82.990,,,False
1099,BOSCH,Esmeril Inalámbrico 18V SB con Maletín,$ 319.990,,,False
1100,BOSCH,Sierra de Inmersión Inalámbrica GC 18V SB con Maletín,$ 627.990,,,False
1101,BAUKER,Disco laminado acero inox 4 1/2" grano 80,$ 3.190,,,False
1102,AGOREX,Adhesivo multiuso Agorex 200 gr,$ 8.390,,,False
1103,BOSCH,Demoledor eléctrico 1750W 41.0 J,$ 1.689.990,,,False
1104,BOSCH,Esmeril angular eléctrico 9" 2500W,$ 249.990,,,False
1105,BOSCH,Llave de impacto inalámbrica 18V,$ 280.990,,,False
1106,BOSCH,Rotomartillo 1150 Watts GBH 5-40 DCE,$ 1.064.990,,,False
1107,BOSCH,Esmeril angular eléctrico 4_5" 1800W,$ 299.990,,,False
1108,BOSCH,Taladro inlámbrico atornillador 13 mm 18V + 2 baterías,$ 469.990,,,False
1109,BOSCH,Esmeril Angular GWS 850 220V M14 + 3 discos,$ 68.390,$ 84.990,-20%,True
1110,PROVIDUS,Soplete a gas 0_76 gr,$ 21.990,,,False
1111,BAUKER,Disco de diamante 7" acero,$ 16.794,,,False
1112,UBERMANN,Broca escalonada 6-25 mm,$ 33.661,,,False
1113,BOSCH,Módulo Bluetooth para conexión de herramientas Bosch vía Smartphone,$ 32.990,,,False
1114,BOSCH,Cepillo eléctrico 700W,$ 219.990,,,False
1115,UBERMANN,Broca para metal 6 mm cobalto,$ 8.141,,,False
1116,REDLINE,Huincha de medir 3 metros fibra de vidrio,$ 5.915,,,False
1117,BOSCH,Taladro atornillador eléctrico 7 mm 400W,$ 99.990,,,False
1118,FIXSER,Perno anclaje 1/2 x 5 1/2 10 unidades,$ 13.990,,,False
1119,BOSCH,Taladro inalámbrico percutor 10 mm 12V sin batería,$ 71.290,,,False
1120,BOSCH,Fresa ranuradora 1/4"x9_5 mm,$ 9.490,,,False
1121,BOSCH,Sierra circular inalámbrica 3_5" 12V sin batería,$ 159.990,,,False
1122,BAUKER,Rotomartillo eléctrico 1050 W 3.5 J,$ 97.990,,,False
1123,BOSCH,Sierra caladora inalámbrica 12V sin batería,$ 199.990,,,False
1124,BAUKER,Termofusora 800 Watts,$ 65.990,,,False
1125,BOSCH,Esmeril angular eléctrico 7" 2500W,$ 249.990,,,False
1126,BOSCH,Taladro atornillador eléctrico 16 mm 850W,$ 165.990,,,False
1127,BOSCH,Demoledor eléctrico 1150W 8.3 J,$ 949.990,,,False
1128,BOSCH,Sierra circular eléctrica 7 1/4" 1500W,$ 91.290,$ 101.990,,False
1129,BOSCH,Rotomartillo Inalámbrico 18V 2.0 J + 2 Baterías + Cargador,$ 409.990,,,False
1130,BOSCH,Demoledor eléctrico 1100W 8 J,$ 751.990,,,False
1131,BOSCH,Taladro inalámbrico atornillador 7 mm 12V + 2 baterías,$ 146.990,,,False
1132,BOSCH,Sierra ingleteadora eléctrica 12" 1800W,$ 1.229.990,,,False
1133,BOSCH,Atornillador de impacto inalámbrico 12V + batería,$ 147.990,,,False
1134,BOSCH,Fresadora eléctrica 1600W,$ 619.990,,,False
1135,BOSCH,Esmeril angular eléctrico 7" 2500W,$ 249.990,,,False
1136,BOSCH,Martillo perforador eléctrico 1700W 19 J,$ 1.399.990,,,False
1137,BOSCH,Lijadora orbital eléctrica 180W,$ 99.990,,,False
1138,BOSCH,Sierra caladora eléctrica 650W,$ 249.990,,,False
1139,BOSCH,Pistola de calor eléctrica 2000W,$ 189.990,,,False
1140,BOSCH,Esmeril angular inalámbrico 5" 18V sin batería,$ 176.990,,,False
1141,BOSCH,Taladro inalámbrico atornillador de impacto 13 mm 18V + 2 baterías,$ 469.990,,,False
1142,BOSCH,Martillo Perforador GBH 4-32 DFR 900 W Bosch,$ 799.990,,,False
1143,BOSCH,Esmeril angular eléctrico 1700W,$ 247.990,,,False
1144,BOSCH,Taladro inalámbrico atornillador 10 mm 12V + 2 baterías + 23 accesorios,$ 130.990,,,False
1145,BOSCH,Esmeril Angular Inalámbrico 18V SB,$ 299.990,,,False
1146,BOSCH,Taladro inalámbrico atornillador 10 mm 12V sin batería,$ 72.790,,,False
1147,BOSCH,Atornillador Inalámbrico Drywall 1/4" 18V + 2 Baterías + Cargador,$ 327.990,,,False
1148,BOSCH,Esmeril angular eléctrico 7" 2800W,$ 247.990,,,False
1149,BOSCH,Esmeril angular inalámbrico 5" 18V sin batería,$ 265.535,$ 279.990,,False
1150,BOSCH,Esmeril Angular GWS 11-125 P 220V,$ 200.990,$ 259.990,-23%,True
1151,BOSCH,Sierra Circular inalámbrica 7 1/4" 18V sin batería,$ 419.990,,,False
1152,BOSCH,Sierra Circular Inalámbrica 18V SB_ con Disco,$ 259.990,,,False
1153,VAN BEEK,Mini Motosierra Eléctrica Van Beek Vbse4,$ 245.990,,,False
1154,DEWALT,Disco de sierra circular 7 1/4" 24 dientes,$ 21.990,,,False
1155,TOPEX,Cinta tela adhesiva 48 mm x 27 m,$ 6.290,,,False
1156,BAUKER,Dado magnético 5/16'' hexagonal,$ 3.928,,,False
1157,REDLINE,Set de llaves hexagonales 9 unidades,$ 24.976,,,False
1158,DREMEL,Dremel herramienta multipropósito 120W + kit multiuso metal 16 pzas,$ 79.990,,,False
1159,TOPEX,Cinta tela adhesiva 48mm x 27m,$ 6.290,,,False
1160,UBERMANN,Disco madera esmeril 4 1/2",$ 13.592,,,False
1161,BAUKER,Cinturón porta herramientas 6 bolsillos,$ 15.990,,,False
1162,REDLINE,Set 3 lapices carpintero bicolor,$ 2.394,,,False
1163,SOUDAL,Silicona Multiuso 280 ml Bronce,$ 8.190,,,False
1164,GENERICO,Adaptador Taladro Para Broca Cuadrada Formón con Anillo,$ 79.990,,,False
1165,REDLINE,Lima redonda 8" acero,$ 5.994,,,False
1166,DEWALT,Cepillo eléctrico 550W,$ 143.990,,,False
1167,REDLINE,Espátula flexible 2",$ 3.350,,,False
1168,REDLINE,Llave Stillson 14" acero,$ 14.090,,,False
1169,ERGO,Pala 12 cm de acero plateado con mango,$ 4.590,,,False
1170,REDLINE,Prensa C 3 pulgadas metal,$ 10.450,,,False
1171,BOSCH,Lija excéntrica para madera pintura 125mm - grano 120 50 u,$ 12.990,,,False
1172,BAUKER,Set de discos de lija grano 80 5 unidades,$ 12.591,,,False
1173,BOSCH,Fresa 21/32 pulgadas,$ 9.490,,,False
1174,TOYAMA,Motocultivador Motor Gasolina 6_5 HP P. Manual,$ 1.252.990,,,False
1175,REDLINE,Nivel profesional de 36",$ 15.669,,,False
1176,BAUKER,Broca para metal 5x85 mm,$ 2.440,,,False
1177,FORCE,Juego de Llaves Punta Corona 6 a 24mm 16pz 5161 Force,$ 67.990,,,False
1178,STANLEY,Rotomartillo inalámbrico sds plus 20v 2.0 J brushless + 2baterias 4ah,$ 304.990,,,False
1179,DEWALT,Set de discos de lija grano 120 5 unidades,$ 13.990,,,False
1180,BAUKER,Broca para concreto hexagonal 8x117 mm,$ 2.428,,,False
1181,BOSCH,Broca SDS Plus 12x260 mm,$ 9.584,,,False
1182,REDLINE,Tornillo mecánico metal,$ 14.796,,,False
1183,REDLINE,Set de atornilladores con puntas precisión y acceso,$ 16.788,,,False
1184,BOSCH,Lija para madera grano 120,$ 230,,,False
1185,BOSCH,Fresa redonda con cojín,$ 14.235,,,False
1186,REDLINE,Sargento 36'' acero inoxidable,$ 23.980,,,False
1187,DREMEL,Soplete portátil a gas,$ 58.790,,,False
1188,BAUKER,Broca para bisagra 26 mm cilíndrica,$ 5.874,,,False
1189,BOSCH,Disco de sierra circular 10" 60 dientes eco,$ 27.818,,,False
1190,DEWALT,Set de discos traslapados 4 1/2" 3 unidades,$ 12.990,,,False
1191,DEWALT,Taladro Percutor Brush 20v Xr Dcd796b Dewalt Sin Baterias,$ 92.990,$ 139.990,-34%,True
1192,REDLINE,Huincha de medir 50 metros fibra de vidrio,$ 20.993,,,False
1193,BOSCH,Broca para concreto espiral 8 mm,$ 3.121,,,False
1194,BAUKER,Broca para metal 6_5x100 mm,$ 2.963,,,False
1195,BAUKER,Disco desbaste metal4 1/2" x 6_0 mm,$ 4.190,,,False
1196,DEWALT,Taladro Percutor 20v S/carbones + 2 Bat 5ah Dewalt Dcd796p2,$ 309.990,$ 390.990,-21%,True
1197,DEWALT,Set de brocas avellanadoras 3 unidades,$ 16.403,,,False
1198,BAUKER,Broca para concreto hexagonal 13x300 mm,$ 6.474,,,False
1199,REDLINE,Llave Stillson 10" acero,$ 11.990,,,False
1200,SIA,Lija en rollo 1 m grano 40,$ 10.590,,,False
1201,BAUKER,Disco de sierra circular 10" 60 dientes,$ 19.473,,,False
1202,GENERICO,Caja De Herramientas Dados Y Llaves 216 Piezas,$ 94.990,,,False
1203,REDLINE,Set dados y chicarra 1/4 pulgadas 12 piezas,$ 20.154,,,False
1204,BAHCO,Serrucho 19 dientes 475 mm acero,$ 17.641,,,False
1205,REDLINE,Alicate universal 8 1/2" acero,$ 13.100,,,False
1206,RACKEXPRESS,Caja de Herramientas con Ruedas,$ 59.900,,,False
1207,UBERMANN,Batería recargable 20V 2 Ah - Generación Brushless,$ 64.995,,,False
1208,REDLINE,Set de dados 23 unidades,$ 59.990,,,False
1209,MAKITA,Sierra de banco eléctrica 12" 2000W,$ 659.990,,,False
1210,HUSQVARNA,Tractor Corta Pasto TS148 26hp,$ 4.199.990,,,False
1211,MAMUT,Perno coche 1/4X1 1/4 100 unidades,$ 8.590,,,False
1212,BOSCH,Disco de sierra circular 7 1/4" 24 dientes,$ 17.592,,,False
1213,BAUKER,Set de pulidores 5 unidades,$ 8.490,,,False
1214,BAUKER,Pistola para hidrolavadora,$ 10.190,,,False
1215,BAUKER,Set de escobillas para taladro 4 unidades,$ 11.990,,,False
1216,BAUKER,Broca para metal 4x75 mm,$ 2.092,,,False
1217,REDLINE,Pasacable 3 mm 10 m nylon,$ 4.590,,,False
